File  .text     Size                      Crate Name
0.0%   0.0%      22B                        std core::panicking::panic_fmt
0.0%   0.0%      22B           embassy_executor embassy_executor::raw::run_queue::RunQueue::dequeue_all::{{closure}}
0.0%   0.0%      22B           embassy_executor embassy_executor::arch::interrupt::InterruptExecutor::on_interrupt
0.0%   0.0%      22B           embassy_executor core::sync::atomic::AtomicPtr<T>::load
0.0%   0.0%      22B   embassy_time_queue_utils core::cmp::min
0.0%   0.0%      22B                 embassy_rp core::sync::atomic::AtomicU8::load
0.0%   0.0%      22B                 embassy_rp core::cmp::PartialEq::ne
0.0%   0.0%      22B                 embassy_rp core::cmp::PartialEq::ne
0.0%   0.0%      22B                 embassy_rp core::cmp::PartialEq::ne
0.0%   0.0%      22B                embassy_usb embassy_usb::descriptor_reader::Reader::eof
0.0%   0.0%      22B                embassy_usb core::cell::Cell<T>::get
0.0%   0.0%      22B                embassy_usb core::cmp::PartialEq::ne
0.0%   0.0%      22B                embassy_usb core::cmp::PartialEq::ne
0.0%   0.0%      22B                embassy_usb core::cmp::PartialEq::ne
0.0%   0.0%      22B                embassy_usb embassy_usb::msos::MsOsDescriptorSet::is_empty
0.0%   0.0%      22B                        log log::AtomicUsize::store
0.0%   0.0%      22B                        std core::ops::function::FnOnce::call_once
0.0%   0.0%      22B             embedded_alloc <embedded_alloc::llff::Heap as core::alloc::global::GlobalAlloc>::dealloc
0.0%   0.0%      22B             embedded_alloc embedded_alloc::llff::Heap::alloc
0.0%   0.0%      22B                        std <core::str::iter::SplitWhitespace as core::iter::traits::iterator::Iterator>::next
0.0%   0.0%      22B                        std core::cmp::PartialEq::ne
0.0%   0.0%      22B                        std <core::str::IsNotEmpty as core::ops::function::FnMut<(&&str,)>>::call_mut
0.0%   0.0%      22B                        std <core::str::IsWhitespace as core::ops::function::FnMut<(char,)>>::call_mut
0.0%   0.0%      22B                        std <core::str::IsWhitespace as core::ops::function::Fn<(char,)>>::call
0.0%   0.0%      22B                       std? <alloc::alloc::Global as core::alloc::Allocator>::allocate
0.0%   0.0%      22B                       std? <alloc::alloc::Global as core::alloc::Allocator>::allocate_zeroed
0.0%   0.0%      22B                        std core::iter::adapters::zip::TrustedRandomAccessNoCoerce::size
0.0%   0.0%      22B                        std core::ops::function::impls::<impl core::ops::function::FnMut<A> for &mut F>::call_mut
0.0%   0.0%      22B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      22B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      22B                        std core::ptr::drop_in_place<embassy_usb_logger::LoggerState>
0.0%   0.0%      22B                        std core::ptr::drop_in_place<embassy_sync::pipe::Pipe<embassy_sync::blocking_mutex::raw::CriticalS...
0.0%   0.0%      22B               embassy_sync embassy_sync::channel::ChannelState<T,_>::try_receive
0.0%   0.0%      22B                        std core::cell::Cell<T>::replace
0.0%   0.0%      22B                  cnc_brain cnc_brain::__core0_main_task
0.0%   0.0%      22B                        std <core::ops::control_flow::ControlFlow<B,C> as core::ops::try_trait::FromResidual<core::ops::co...
0.0%   0.0%      22B                        std <core::ops::control_flow::ControlFlow<B,C> as core::ops::try_trait::FromResidual<core::ops::co...
0.0%   0.0%      22B                        std <core::iter::adapters::enumerate::Enumerate<I> as core::iter::traits::iterator::Iterator>::try...
0.0%   0.0%      22B                        std <core::iter::adapters::enumerate::Enumerate<I> as core::iter::traits::iterator::Iterator>::try...
0.0%   0.0%      22B                        std core::iter::adapters::zip::TrustedRandomAccessNoCoerce::size
0.0%   0.0%      22B                        std core::task::wake::Context::from_waker
0.0%   0.0%      22B                 embassy_rp embassy_rp::pio::StateMachine<PIO,_>::exec_instr::{{closure}}
0.0%   0.0%      22B                 embassy_rp embassy_rp::pio::Common<PIO>::try_write_instr::{{closure}}
0.0%   0.0%      20B                  [Unknown] __aeabi_uldivmod
0.0%   0.0%      20B                        std core::fmt::Write::write_fmt
0.0%   0.0%      20B                     hash32 <&T as core::fmt::Debug>::fmt
0.0%   0.0%      20B               embassy_sync embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      20B                        std <core::task::wake::Waker as core::ops::drop::Drop>::drop
0.0%   0.0%      20B                        std <core::task::wake::Waker as core::clone::Clone>::clone
0.0%   0.0%      20B                        std core::task::wake::Waker::wake_by_ref
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::SyncExecutor::new
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::waker::wake
0.0%   0.0%      20B                      fixed core::slice::<impl [T]>::is_empty
0.0%   0.0%      20B                   arrayvec arrayvec::arrayvec::extend_panic
0.0%   0.0%      20B        embassy_time_driver embassy_time_driver::schedule_wake
0.0%   0.0%      20B               embassy_time embassy_time::timer::Ticker::next
0.0%   0.0%      20B               embassy_time <core::pin::Pin<Ptr> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      20B               embassy_time <core::pin::Pin<Ptr> as core::ops::deref::Deref>::deref
0.0%   0.0%      20B   embassy_time_queue_utils <core::ptr::non_null::NonNull<T> as core::cmp::PartialEq>::eq
0.0%   0.0%      20B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::load
0.0%   0.0%      20B            atomic_polyfill atomic_polyfill::polyfill::AtomicU8::store::{{closure}}
0.0%   0.0%      20B                    rp_pac? <rp_pac::inner::psm::regs::FrceOff as core::cmp::PartialEq>::eq
0.0%   0.0%      20B                    rp_pac? <rp_pac::inner::psm::regs::FrceOn as core::cmp::PartialEq>::eq
0.0%   0.0%      20B                 embassy_rp embassy_rp::reset::unreset_wait::{{closure}}
0.0%   0.0%      20B                 embassy_rp embassy_rp::gpio::SealedPin::_pin
0.0%   0.0%      20B                embassy_usb core::slice::<impl [T]>::is_empty
0.0%   0.0%      20B                embassy_usb <core::result::Result<T,F> as core::ops::try_trait::FromResidual<core::result::Result<core::co...
0.0%   0.0%      20B                embassy_usb embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      20B                embassy_usb embassy_sync::blocking_mutex::Mutex<R,T>::lock
0.0%   0.0%      20B                embassy_usb embassy_usb::descriptor::device_descriptor::{{closure}}
0.0%   0.0%      20B                embassy_usb embassy_usb::descriptor::device_descriptor::{{closure}}
0.0%   0.0%      20B                embassy_usb embassy_usb::descriptor::device_descriptor::{{closure}}
0.0%   0.0%      20B                embassy_usb core::cmp::impls::<impl core::cmp::PartialEq for u16>::ne
0.0%   0.0%      20B                embassy_usb <&T as core::fmt::Debug>::fmt
0.0%   0.0%      20B                embassy_usb <&T as core::fmt::Debug>::fmt
0.0%   0.0%      20B                        log log::AtomicUsize::load
0.0%   0.0%      20B                        std <core::fmt::Arguments as core::clone::Clone>::clone
0.0%   0.0%      20B      linked_list_allocator core::option::Option<T>::replace
0.0%   0.0%      20B      linked_list_allocator core::option::Option<T>::take
0.0%   0.0%      20B      linked_list_allocator <&T as core::fmt::Debug>::fmt
0.0%   0.0%      20B                  heapless? <&mut heapless::vec::Vec<T,_> as core::iter::traits::collect::IntoIterator>::into_iter
0.0%   0.0%      20B                      fixed fixed::FixedI32<Frac>::is_negative
0.0%   0.0%      20B                        std core::ptr::write
0.0%   0.0%      20B                embassy_usb embassy_usb::UsbDevice<D>::run
0.0%   0.0%      20B                embassy_usb embassy_usb::UsbDevice<D>::run_until_suspend
0.0%   0.0%      20B                embassy_usb embassy_usb::UsbDevice<D>::wait_resume
0.0%   0.0%      20B               embassy_usb? <embassy_usb::types::InterfaceNumber as core::cmp::PartialEq>::eq
0.0%   0.0%      20B       embassy_hal_internal embassy_hal_internal::peripheral::Peripheral::into_ref
0.0%   0.0%      20B       embassy_hal_internal embassy_hal_internal::peripheral::Peripheral::into_ref
0.0%   0.0%      20B       embassy_hal_internal embassy_hal_internal::peripheral::Peripheral::into_ref
0.0%   0.0%      20B       embassy_hal_internal embassy_hal_internal::peripheral::Peripheral::into_ref
0.0%   0.0%      20B                 embassy_rp embassy_rp::gpio::SealedPin::_pin
0.0%   0.0%      20B                 embassy_rp embassy_rp::gpio::SealedPin::_pin
0.0%   0.0%      20B                 embassy_rp embassy_rp::gpio::SealedPin::_pin
0.0%   0.0%      20B                  cnc_brain cnc_brain::__usb_comm_task_task::{{closure}}::{{closure}}
0.0%   0.0%      20B                        std core::ptr::const_ptr::<impl *const T>::read
0.0%   0.0%      20B                        std <&T as core::fmt::Display>::fmt
0.0%   0.0%      20B                        std <&T as core::fmt::Debug>::fmt
0.0%   0.0%      20B                        std <&T as core::fmt::Debug>::fmt
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::reject
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::accept
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::setup
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::disable
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::enable
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll
0.0%   0.0%      20B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      20B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      20B                        std <F as core::future::into_future::IntoFuture>::into_future
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::Out> as embassy_usb_driver::Endpoint>::wait_enabled
0.0%   0.0%      20B                embassy_rp? <embassy_rp::usb::Endpoint<T,embassy_rp::usb::In> as embassy_usb_driver::Endpoint>::wait_enabled
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::util::UninitCell<T>::drop_in_place
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::util::UninitCell<T>::drop_in_place
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::util::UninitCell<T>::drop_in_place
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::util::UninitCell<T>::drop_in_place
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::util::UninitCell<T>::drop_in_place
0.0%   0.0%      20B                embassy_usb embassy_usb::class::cdc_acm::Receiver<D>::wait_connection
0.0%   0.0%      20B                embassy_usb embassy_usb::class::cdc_acm::Sender<D>::wait_connection
0.0%   0.0%      20B               embassy_usb? <embassy_usb::builder::FunctionBuilder<D> as core::ops::drop::Drop>::drop
0.0%   0.0%      20B                       std? <alloc::raw_vec::RawVec<T,A> as core::ops::drop::Drop>::drop
0.0%   0.0%      20B                       std? core::ptr::drop_in_place<<embassy_rp::usb::ControlPipe<embassy_rp::peripherals::USB> as embass...
0.0%   0.0%      20B                       std? core::ptr::drop_in_place<<embassy_rp::usb::Bus<embassy_rp::peripherals::USB> as embassy_usb_dr...
0.0%   0.0%      20B                       std? core::ptr::drop_in_place<<embassy_rp::usb::Bus<embassy_rp::peripherals::USB> as embassy_usb_dr...
0.0%   0.0%      20B                        std core::ops::function::FnMut::call_mut
0.0%   0.0%      20B                        std core::ops::function::FnMut::call_mut
0.0%   0.0%      20B                        std core::ops::function::FnMut::call_mut
0.0%   0.0%      20B                        std core::ops::function::FnMut::call_mut
0.0%   0.0%      20B                        std core::ops::function::FnMut::call_mut
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::TaskRef::new
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::TaskRef::new
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::TaskRef::new
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::TaskRef::new
0.0%   0.0%      20B           embassy_executor embassy_executor::raw::TaskRef::new
0.0%   0.0%      20B               embassy_sync embassy_sync::channel::Channel<M,T,_>::lock
0.0%   0.0%      20B               embassy_sync embassy_sync::channel::Channel<M,T,_>::try_send_with_context
0.0%   0.0%      20B                  cnc_brain cnc_brain::controller
0.0%   0.0%      20B                panic_probe rust_begin_unwind
0.0%   0.0%      20B                   heapless heapless::deque::Deque<T,_>::is_full
0.0%   0.0%      20B                   heapless heapless::deque::Deque<T,_>::is_full
0.0%   0.0%      20B                      fixed fixed::prim_traits::<impl fixed::traits::ToFixed for f64>::to_fixed::{{closure}}
0.0%   0.0%      20B                        std <core::pin::Pin<Ptr> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      20B                        std <core::pin::Pin<Ptr> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      20B                        std <core::pin::Pin<Ptr> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      20B                        std <core::pin::Pin<Ptr> as core::ops::deref::DerefMut>::deref_mut
0.0%   0.0%      20B                        std <core::pin::Pin<Ptr> as core::ops::deref::Deref>::deref
